DATA_USCITA,ALTRO,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA ORDINARIA COVID,EMERGENZA-URGENZA,ORTOPEDIA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID
2021-10-04,21.0,21.0,40.0,0.0,16.0,24.0,3.0,9.0,2.0,1.0,0.0,2.0,1.0,14.0
2021-10-05,22.0,22.0,69.0,0.0,62.0,48.0,7.0,13.0,11.0,0.0,0.0,16.0,0.0,27.0
2021-10-06,49.0,34.0,104.0,0.0,82.0,75.0,5.0,16.0,12.0,0.0,0.0,15.0,0.0,32.0
2021-10-07,38.0,33.0,111.0,0.0,98.0,66.0,4.0,16.0,8.0,0.0,0.0,21.0,4.0,32.0
2021-10-08,38.0,42.0,105.0,0.0,99.0,70.0,7.0,15.0,9.0,2.0,0.0,14.0,0.0,32.0
2021-10-09,25.0,26.0,92.0,0.0,70.0,37.0,4.0,17.0,5.0,1.0,0.0,5.0,0.0,16.0
2021-10-10,14.0,11.0,52.0,0.0,15.0,31.0,3.0,10.0,1.0,1.0,0.0,4.0,0.0,14.0
2021-10-11,34.0,29.0,94.0,0.0,91.0,68.0,5.0,9.0,10.0,1.0,0.0,20.0,3.0,29.0
2021-10-12,31.0,34.0,96.0,0.0,92.0,61.0,14.0,18.0,15.0,0.0,0.0,17.0,1.0,35.0
2021-10-13,38.0,39.0,99.0,0.0,92.0,67.0,9.0,7.0,12.0,0.0,0.0,11.0,3.0,33.0
2021-10-14,40.0,42.0,138.0,0.0,87.0,63.0,5.0,16.0,4.0,1.0,0.0,18.0,2.0,36.0
2021-10-15,41.0,40.0,129.0,0.0,115.0,84.0,6.0,15.0,14.0,1.0,0.0,15.0,2.0,33.0
2021-10-16,31.0,17.0,75.0,0.0,64.0,38.0,6.0,8.0,14.0,0.0,0.0,9.0,0.0,16.0
2021-10-17,21.0,10.0,39.0,0.0,19.0,17.0,4.0,10.0,1.0,1.0,0.0,5.0,0.0,4.0
2021-10-18,19.0,29.0,104.0,0.0,75.0,63.0,7.0,16.0,11.0,0.0,1.0,17.0,0.0,25.0
2021-10-19,34.0,40.0,94.0,0.0,76.0,67.0,9.0,17.0,6.0,1.0,0.0,15.0,0.0,32.0
2021-10-20,50.0,38.0,95.0,0.0,92.0,60.0,3.0,10.0,10.0,0.0,0.0,14.0,0.0,38.0
2021-10-21,49.0,28.0,122.0,0.0,104.0,87.0,8.0,20.0,10.0,2.0,0.0,17.0,0.0,38.0
2021-10-22,59.0,36.0,127.0,0.0,107.0,86.0,8.0,18.0,9.0,0.0,0.0,13.0,1.0,24.0
2021-10-23,35.0,29.0,82.0,0.0,62.0,38.0,8.0,11.0,5.0,0.0,0.0,9.0,0.0,22.0
2021-10-24,24.0,11.0,43.0,0.0,17.0,27.0,3.0,9.0,2.0,0.0,0.0,7.0,0.0,16.0
2021-10-25,30.0,32.0,83.0,0.0,85.0,67.0,9.0,23.0,20.0,0.0,0.0,13.0,2.0,32.0
2021-10-26,39.0,43.0,107.0,0.0,104.0,56.0,9.0,11.0,14.0,1.0,0.0,16.0,1.0,36.0
2021-10-27,26.0,49.0,110.0,0.0,92.0,75.0,5.0,18.0,7.0,1.0,0.0,14.0,3.0,35.0
2021-10-28,46.0,32.0,110.0,0.0,104.0,73.0,5.0,22.0,6.0,0.0,0.0,11.0,0.0,29.0
2021-10-29,43.0,35.0,126.0,0.0,123.0,76.0,8.0,11.0,10.0,1.0,0.0,17.0,0.0,41.0
2021-10-30,30.0,24.0,97.0,0.0,94.0,53.0,2.0,15.0,8.0,0.0,0.0,8.0,2.0,19.0
2021-10-31,13.0,9.0,38.0,0.0,23.0,27.0,4.0,12.0,1.0,2.0,0.0,5.0,2.0,8.0
2021-11-01,23.0,16.0,50.0,0.0,26.0,23.0,5.0,9.0,1.0,0.0,0.0,3.0,1.0,9.0
2021-11-02,34.0,25.0,77.0,0.0,69.0,80.0,3.0,14.0,10.0,2.0,0.0,13.0,0.0,29.0
2021-11-03,33.0,40.0,98.0,0.0,98.0,49.0,10.0,13.0,14.0,1.0,0.0,12.0,0.0,31.0
2021-11-04,30.0,42.0,123.0,0.0,89.0,65.0,4.0,23.0,11.0,1.0,0.0,14.0,0.0,37.0
2021-11-05,51.0,36.0,132.0,0.0,131.0,78.0,5.0,20.0,16.0,1.0,0.0,17.0,2.0,36.0
2021-11-06,37.0,27.0,89.0,0.0,77.0,51.0,7.0,17.0,7.0,2.0,0.0,12.0,0.0,28.0
2021-11-07,26.0,7.0,33.0,0.0,20.0,22.0,8.0,8.0,1.0,0.0,0.0,2.0,3.0,9.0
2021-11-08,25.0,21.0,105.0,0.0,91.0,72.0,6.0,11.0,20.0,1.0,0.0,14.0,3.0,29.0
2021-11-09,26.0,32.0,98.0,0.0,87.0,70.0,10.0,17.0,20.0,2.0,0.0,14.0,1.0,29.0
2021-11-10,40.0,45.0,117.0,0.0,89.0,79.0,11.0,15.0,11.0,1.0,0.0,17.0,1.0,42.0
2021-11-11,37.0,34.0,115.0,0.0,99.0,70.0,9.0,12.0,7.0,3.0,0.0,12.0,0.0,29.0
2021-11-12,49.0,39.0,127.0,0.0,107.0,80.0,18.0,15.0,15.0,1.0,0.0,14.0,1.0,39.0
2021-11-13,35.0,29.0,102.0,0.0,66.0,44.0,9.0,13.0,10.0,0.0,0.0,9.0,1.0,17.0
2021-11-14,11.0,9.0,41.0,0.0,21.0,21.0,6.0,8.0,0.0,1.0,0.0,4.0,2.0,9.0
2021-11-15,30.0,22.0,79.0,0.0,73.0,53.0,12.0,15.0,11.0,0.0,0.0,13.0,1.0,24.0
2021-11-16,28.0,33.0,105.0,0.0,96.0,68.0,11.0,12.0,14.0,2.0,0.0,17.0,2.0,36.0
2021-11-17,26.0,43.0,107.0,0.0,86.0,69.0,13.0,11.0,16.0,2.0,0.0,16.0,4.0,23.0
2021-11-18,41.0,39.0,141.0,0.0,92.0,68.0,16.0,19.0,11.0,1.0,0.0,12.0,2.0,33.0
2021-11-19,50.0,30.0,139.0,0.0,109.0,67.0,10.0,17.0,16.0,0.0,0.0,12.0,1.0,25.0
2021-11-20,23.0,22.0,80.0,0.0,47.0,44.0,4.0,6.0,4.0,1.0,0.0,9.0,0.0,21.0
2021-11-21,14.0,9.0,49.0,0.0,16.0,23.0,6.0,7.0,0.0,1.0,0.0,3.0,2.0,14.0
2021-11-22,45.0,31.0,99.0,0.0,68.0,79.0,14.0,21.0,9.0,1.0,0.0,12.0,1.0,23.0
2021-11-23,38.0,32.0,94.0,0.0,92.0,74.0,19.0,17.0,9.0,1.0,0.0,17.0,3.0,36.0
2021-11-24,46.0,38.0,128.0,0.0,104.0,74.0,13.0,13.0,13.0,1.0,0.0,15.0,2.0,33.0
2021-11-25,43.0,40.0,98.0,0.0,94.0,60.0,17.0,14.0,12.0,1.0,0.0,11.0,4.0,28.0
2021-11-26,30.0,34.0,111.0,0.0,117.0,69.0,14.0,16.0,12.0,3.0,0.0,15.0,3.0,31.0
2021-11-27,46.0,30.0,96.0,0.0,61.0,49.0,11.0,10.0,8.0,0.0,0.0,13.0,0.0,20.0
2021-11-28,15.0,23.0,40.0,0.0,16.0,29.0,9.0,7.0,1.0,4.0,0.0,7.0,2.0,16.0
2021-11-29,34.0,26.0,101.0,0.0,82.0,77.0,12.0,9.0,12.0,0.0,0.0,14.0,1.0,30.0
2021-11-30,24.0,17.0,98.0,0.0,80.0,76.0,25.0,14.0,10.0,1.0,0.0,15.0,2.0,32.0
2021-12-01,43.0,42.0,109.0,0.0,84.0,72.0,19.0,15.0,9.0,3.0,0.0,15.0,1.0,39.0
2021-12-02,41.0,30.0,109.0,0.0,89.0,77.0,19.0,10.0,12.0,0.0,0.0,11.0,4.0,35.0
2021-12-03,40.0,47.0,121.0,0.0,110.0,78.0,24.0,16.0,8.0,2.0,0.0,14.0,3.0,34.0
2021-12-04,38.0,23.0,78.0,0.0,66.0,53.0,12.0,23.0,9.0,1.0,0.0,7.0,2.0,15.0
2021-12-05,19.0,15.0,39.0,0.0,19.0,24.0,11.0,9.0,1.0,1.0,0.0,5.0,0.0,9.0
2021-12-06,32.0,31.0,85.0,0.0,73.0,60.0,20.0,12.0,14.0,0.0,0.0,18.0,3.0,25.0
2021-12-07,33.0,38.0,116.0,0.0,100.0,78.0,25.0,12.0,12.0,1.0,1.0,13.0,1.0,39.0
2021-12-08,33.0,22.0,39.0,0.0,34.0,28.0,13.0,9.0,0.0,0.0,0.0,2.0,1.0,17.0
2021-12-09,35.0,30.0,120.0,0.0,97.0,82.0,15.0,16.0,8.0,1.0,1.0,19.0,5.0,34.0
2021-12-10,30.0,29.0,115.0,0.0,105.0,76.0,24.0,18.0,9.0,2.0,0.0,14.0,4.0,36.0
2021-12-11,22.0,26.0,84.0,3.0,78.0,44.0,18.0,10.0,9.0,1.0,1.0,8.0,2.0,19.0
2021-12-12,17.0,17.0,42.0,0.0,16.0,28.0,9.0,10.0,2.0,1.0,1.0,2.0,2.0,10.0
2021-12-13,41.0,27.0,91.0,3.0,76.0,80.0,19.0,13.0,14.0,0.0,0.0,19.0,1.0,30.0
2021-12-14,29.0,29.0,101.0,2.0,72.0,68.0,21.0,17.0,11.0,2.0,2.0,14.0,4.0,38.0
2021-12-15,39.0,27.0,92.0,4.0,61.0,80.0,26.0,10.0,13.0,1.0,1.0,10.0,3.0,31.0
2021-12-16,27.0,29.0,111.0,5.0,96.0,67.0,20.0,16.0,7.0,1.0,1.0,15.0,3.0,37.0
2021-12-17,27.0,30.0,105.0,4.0,91.0,80.0,39.0,19.0,12.0,2.0,2.0,15.0,4.0,29.0
2021-12-18,29.0,18.0,80.0,0.0,64.0,43.0,16.0,8.0,10.0,0.0,0.0,15.0,1.0,17.0
2021-12-19,11.0,6.0,43.0,2.0,20.0,20.0,12.0,8.0,2.0,0.0,3.0,5.0,0.0,12.0
2021-12-20,28.0,24.0,95.0,2.0,67.0,78.0,28.0,13.0,14.0,0.0,2.0,11.0,4.0,31.0
2021-12-21,27.0,16.0,98.0,6.0,88.0,60.0,20.0,21.0,13.0,0.0,2.0,14.0,3.0,27.0
2021-12-22,35.0,17.0,102.0,2.0,103.0,72.0,32.0,20.0,17.0,3.0,2.0,18.0,2.0,25.0
2021-12-23,44.0,29.0,93.0,4.0,106.0,87.0,26.0,13.0,7.0,2.0,1.0,17.0,3.0,28.0
2021-12-24,40.0,25.0,105.0,4.0,126.0,90.0,16.0,15.0,14.0,4.0,2.0,13.0,4.0,29.0
2021-12-25,14.0,7.0,41.0,0.0,35.0,31.0,16.0,9.0,2.0,2.0,3.0,1.0,0.0,9.0
2021-12-26,8.0,11.0,24.0,1.0,16.0,23.0,9.0,5.0,1.0,1.0,3.0,4.0,1.0,9.0
2021-12-27,30.0,16.0,44.0,2.0,60.0,44.0,19.0,8.0,8.0,2.0,5.0,11.0,1.0,23.0
2021-12-28,19.0,17.0,65.0,0.0,89.0,55.0,26.0,8.0,12.0,3.0,3.0,12.0,6.0,21.0
2021-12-29,39.0,18.0,70.0,4.0,77.0,63.0,26.0,16.0,4.0,0.0,4.0,12.0,1.0,19.0
2021-12-30,39.0,18.0,72.0,9.0,107.0,66.0,15.0,11.0,12.0,2.0,1.0,14.0,5.0,28.0
2021-12-31,34.0,17.0,106.0,1.0,123.0,82.0,28.0,18.0,10.0,5.0,4.0,11.0,1.0,21.0
2022-01-01,25.0,11.0,38.0,1.0,26.0,29.0,13.0,9.0,0.0,1.0,0.0,4.0,1.0,12.0
2022-01-02,13.0,13.0,28.0,0.0,12.0,22.0,13.0,7.0,2.0,1.0,3.0,4.0,2.0,10.0
2022-01-03,28.0,15.0,51.0,1.0,84.0,66.0,24.0,15.0,9.0,1.0,6.0,8.0,4.0,15.0
2022-01-04,22.0,17.0,78.0,1.0,96.0,51.0,24.0,7.0,8.0,2.0,3.0,7.0,3.0,18.0
2022-01-05,37.0,18.0,82.0,3.0,99.0,73.0,30.0,18.0,7.0,0.0,6.0,13.0,4.0,23.0
2022-01-06,10.0,14.0,44.0,1.0,35.0,35.0,18.0,11.0,1.0,2.0,1.0,4.0,2.0,11.0
2022-01-07,40.0,17.0,54.0,6.0,93.0,65.0,27.0,15.0,9.0,0.0,5.0,11.0,4.0,20.0
2022-01-08,13.0,13.0,50.0,2.0,76.0,48.0,17.0,17.0,8.0,3.0,2.0,7.0,1.0,15.0
2022-01-09,10.0,9.0,21.0,0.0,19.0,25.0,23.0,12.0,2.0,0.0,6.0,2.0,2.0,7.0
2022-01-10,28.0,18.0,58.0,3.0,78.0,72.0,33.0,14.0,6.0,1.0,6.0,8.0,1.0,22.0
2022-01-11,23.0,24.0,77.0,4.0,91.0,67.0,33.0,19.0,8.0,1.0,7.0,9.0,4.0,18.0
2022-01-12,50.0,20.0,75.0,4.0,86.0,58.0,29.0,17.0,6.0,0.0,3.0,13.0,4.0,21.0
2022-01-13,34.0,20.0,79.0,3.0,90.0,57.0,31.0,11.0,8.0,0.0,1.0,10.0,0.0,21.0
2022-01-14,36.0,16.0,68.0,4.0,86.0,79.0,36.0,11.0,5.0,1.0,5.0,14.0,2.0,19.0
2022-01-15,31.0,27.0,71.0,1.0,46.0,51.0,30.0,12.0,8.0,1.0,3.0,4.0,2.0,16.0
2022-01-16,16.0,9.0,43.0,0.0,17.0,30.0,12.0,9.0,1.0,0.0,1.0,4.0,1.0,6.0
2022-01-17,31.0,25.0,56.0,2.0,63.0,52.0,37.0,15.0,6.0,0.0,8.0,7.0,3.0,24.0
2022-01-18,24.0,25.0,57.0,3.0,80.0,51.0,48.0,15.0,5.0,2.0,6.0,17.0,7.0,23.0
2022-01-19,29.0,33.0,70.0,2.0,81.0,48.0,34.0,11.0,8.0,1.0,1.0,14.0,4.0,30.0
2022-01-20,29.0,23.0,72.0,3.0,82.0,63.0,30.0,13.0,13.0,0.0,3.0,11.0,1.0,22.0
2022-01-21,34.0,25.0,71.0,3.0,92.0,72.0,34.0,13.0,6.0,1.0,3.0,12.0,1.0,27.0
2022-01-22,18.0,13.0,71.0,1.0,57.0,47.0,24.0,18.0,4.0,2.0,4.0,6.0,5.0,18.0
2022-01-23,23.0,7.0,33.0,0.0,22.0,24.0,14.0,6.0,0.0,1.0,5.0,3.0,2.0,11.0
2022-01-24,29.0,20.0,64.0,8.0,67.0,59.0,36.0,12.0,17.0,0.0,8.0,11.0,4.0,27.0
2022-01-25,29.0,20.0,79.0,2.0,82.0,54.0,47.0,9.0,11.0,1.0,5.0,14.0,1.0,23.0
2022-01-26,30.0,28.0,80.0,7.0,68.0,52.0,32.0,13.0,5.0,0.0,4.0,13.0,5.0,23.0
2022-01-27,32.0,27.0,76.0,3.0,83.0,73.0,40.0,18.0,4.0,0.0,4.0,10.0,6.0,22.0
2022-01-28,25.0,34.0,111.0,6.0,80.0,84.0,30.0,14.0,21.0,0.0,4.0,12.0,2.0,30.0
2022-01-29,27.0,27.0,48.0,4.0,58.0,37.0,30.0,17.0,6.0,2.0,1.0,7.0,1.0,15.0
2022-01-30,8.0,11.0,33.0,0.0,22.0,29.0,14.0,7.0,1.0,0.0,4.0,2.0,1.0,12.0
2022-01-31,21.0,19.0,65.0,5.0,69.0,58.0,50.0,11.0,10.0,0.0,4.0,14.0,3.0,23.0
2022-02-01,33.0,19.0,82.0,6.0,72.0,59.0,38.0,15.0,4.0,0.0,6.0,16.0,4.0,17.0
2022-02-02,31.0,23.0,84.0,10.0,79.0,57.0,33.0,10.0,10.0,0.0,3.0,12.0,4.0,29.0
2022-02-03,24.0,31.0,97.0,7.0,67.0,69.0,47.0,12.0,4.0,1.0,3.0,13.0,5.0,35.0
2022-02-04,32.0,27.0,103.0,3.0,73.0,79.0,47.0,11.0,11.0,0.0,4.0,15.0,1.0,28.0
2022-02-05,27.0,16.0,84.0,3.0,58.0,47.0,20.0,16.0,6.0,1.0,1.0,4.0,0.0,10.0
2022-02-06,14.0,11.0,34.0,0.0,19.0,26.0,8.0,7.0,1.0,1.0,0.0,4.0,1.0,5.0
2022-02-07,29.0,21.0,62.0,3.0,72.0,62.0,35.0,17.0,9.0,2.0,2.0,15.0,0.0,26.0
2022-02-08,31.0,36.0,82.0,6.0,71.0,64.0,27.0,13.0,3.0,0.0,2.0,12.0,6.0,29.0
2022-02-09,42.0,26.0,84.0,3.0,80.0,73.0,33.0,17.0,12.0,1.0,5.0,7.0,4.0,26.0
2022-02-10,38.0,22.0,89.0,3.0,88.0,79.0,30.0,18.0,14.0,2.0,2.0,20.0,2.0,29.0
2022-02-11,26.0,24.0,78.0,6.0,74.0,59.0,36.0,14.0,11.0,1.0,1.0,16.0,1.0,35.0
2022-02-12,22.0,15.0,76.0,6.0,51.0,43.0,24.0,20.0,5.0,1.0,2.0,11.0,6.0,15.0
2022-02-13,14.0,18.0,37.0,1.0,24.0,18.0,5.0,15.0,0.0,1.0,0.0,4.0,4.0,8.0
2022-02-14,42.0,16.0,101.0,3.0,64.0,67.0,29.0,9.0,11.0,1.0,4.0,18.0,4.0,24.0
2022-02-15,15.0,30.0,83.0,6.0,83.0,54.0,26.0,15.0,4.0,3.0,1.0,8.0,3.0,29.0
2022-02-16,21.0,34.0,95.0,1.0,86.0,52.0,22.0,18.0,11.0,1.0,5.0,13.0,2.0,26.0
2022-02-17,34.0,21.0,114.0,9.0,76.0,60.0,24.0,12.0,10.0,0.0,2.0,16.0,4.0,35.0
2022-02-18,27.0,29.0,105.0,2.0,87.0,72.0,26.0,13.0,10.0,0.0,1.0,20.0,0.0,29.0
2022-02-19,28.0,12.0,73.0,5.0,49.0,42.0,20.0,14.0,9.0,1.0,0.0,5.0,0.0,17.0
2022-02-20,18.0,12.0,31.0,0.0,24.0,21.0,11.0,10.0,0.0,2.0,0.0,6.0,0.0,12.0
2022-02-21,28.0,26.0,75.0,5.0,79.0,65.0,22.0,14.0,18.0,1.0,5.0,13.0,4.0,30.0
2022-02-22,20.0,28.0,112.0,8.0,87.0,58.0,23.0,16.0,11.0,1.0,2.0,13.0,2.0,31.0
2022-02-23,39.0,31.0,111.0,1.0,74.0,73.0,16.0,19.0,12.0,1.0,1.0,12.0,4.0,28.0
2022-02-24,31.0,37.0,91.0,16.0,89.0,64.0,16.0,17.0,8.0,0.0,1.0,19.0,2.0,25.0
2022-02-25,30.0,35.0,97.0,2.0,98.0,67.0,23.0,21.0,10.0,1.0,0.0,14.0,0.0,26.0
2022-02-26,27.0,33.0,80.0,2.0,55.0,42.0,10.0,15.0,4.0,1.0,1.0,7.0,1.0,16.0
2022-02-27,20.0,16.0,46.0,0.0,23.0,27.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,6.0
2022-02-28,33.0,18.0,88.0,2.0,70.0,58.0,16.0,15.0,14.0,1.0,0.0,14.0,1.0,23.0
2022-03-01,38.0,35.0,91.0,0.0,83.0,64.0,18.0,19.0,14.0,2.0,2.0,16.0,1.0,29.0
2022-03-02,37.0,31.0,112.0,0.0,73.0,64.0,11.0,17.0,7.0,0.0,0.0,16.0,3.0,34.0
2022-03-03,31.0,38.0,106.0,2.0,87.0,73.0,12.0,17.0,8.0,0.0,1.0,13.0,0.0,33.0
2022-03-04,36.0,26.0,127.0,1.0,119.0,87.0,23.0,9.0,10.0,1.0,0.0,16.0,0.0,36.0
2022-03-05,33.0,29.0,80.0,0.0,52.0,45.0,11.0,10.0,8.0,0.0,0.0,7.0,0.0,13.0
2022-03-06,21.0,25.0,42.0,0.0,20.0,13.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,4.0
2022-03-07,28.0,21.0,78.0,1.0,59.0,56.0,16.0,11.0,11.0,0.0,0.0,16.0,0.0,27.0
2022-03-08,28.0,42.0,89.0,1.0,80.0,66.0,13.0,15.0,10.0,1.0,1.0,15.0,2.0,34.0
2022-03-09,50.0,33.0,97.0,1.0,72.0,61.0,20.0,19.0,7.0,1.0,0.0,19.0,2.0,33.0
2022-03-10,33.0,43.0,128.0,1.0,111.0,85.0,11.0,10.0,10.0,1.0,0.0,16.0,1.0,37.0
2022-03-11,41.0,30.0,104.0,2.0,98.0,74.0,8.0,13.0,17.0,1.0,0.0,16.0,1.0,37.0
2022-03-12,24.0,24.0,93.0,1.0,58.0,50.0,7.0,11.0,7.0,0.0,0.0,4.0,0.0,20.0
2022-03-13,29.0,24.0,48.0,0.0,17.0,20.0,4.0,4.0,0.0,2.0,0.0,6.0,2.0,11.0
2022-03-14,23.0,26.0,64.0,0.0,66.0,70.0,14.0,18.0,14.0,1.0,1.0,17.0,5.0,32.0
2022-03-15,35.0,41.0,110.0,1.0,83.0,60.0,9.0,17.0,10.0,0.0,1.0,15.0,2.0,31.0
2022-03-16,53.0,41.0,122.0,0.0,75.0,79.0,12.0,13.0,10.0,0.0,1.0,13.0,2.0,36.0
2022-03-17,36.0,38.0,101.0,1.0,72.0,70.0,15.0,17.0,12.0,0.0,0.0,17.0,1.0,37.0
2022-03-18,34.0,29.0,106.0,1.0,109.0,84.0,8.0,15.0,12.0,1.0,1.0,17.0,0.0,31.0
2022-03-19,27.0,27.0,88.0,0.0,67.0,42.0,7.0,15.0,9.0,0.0,0.0,5.0,0.0,16.0
2022-03-20,18.0,20.0,51.0,0.0,23.0,28.0,5.0,8.0,1.0,1.0,0.0,3.0,0.0,16.0
2022-03-21,28.0,29.0,79.0,0.0,76.0,59.0,6.0,11.0,12.0,0.0,0.0,14.0,1.0,29.0
2022-03-22,38.0,35.0,105.0,1.0,83.0,70.0,15.0,20.0,10.0,0.0,1.0,12.0,1.0,39.0
2022-03-23,38.0,44.0,96.0,3.0,77.0,62.0,8.0,15.0,7.0,1.0,1.0,14.0,3.0,28.0
2022-03-24,31.0,36.0,108.0,1.0,72.0,72.0,13.0,13.0,9.0,0.0,1.0,13.0,1.0,31.0
2022-03-25,29.0,45.0,121.0,0.0,98.0,80.0,10.0,15.0,8.0,1.0,1.0,19.0,0.0,29.0
2022-03-26,33.0,26.0,90.0,0.0,74.0,48.0,13.0,14.0,3.0,0.0,0.0,11.0,0.0,26.0
2022-03-27,16.0,16.0,44.0,0.0,11.0,18.0,5.0,6.0,1.0,0.0,1.0,4.0,0.0,9.0
2022-03-28,37.0,28.0,75.0,1.0,73.0,64.0,8.0,10.0,14.0,0.0,0.0,14.0,0.0,27.0
2022-03-29,29.0,40.0,108.0,1.0,98.0,57.0,15.0,18.0,9.0,0.0,0.0,21.0,1.0,40.0
2022-03-30,38.0,35.0,101.0,1.0,80.0,73.0,18.0,16.0,10.0,0.0,0.0,14.0,2.0,29.0
2022-03-31,41.0,39.0,109.0,1.0,100.0,49.0,14.0,21.0,9.0,0.0,1.0,14.0,0.0,32.0
2022-04-01,43.0,33.0,118.0,0.0,87.0,73.0,18.0,19.0,14.0,0.0,1.0,17.0,1.0,34.0
2022-04-02,26.0,22.0,83.0,1.0,51.0,40.0,12.0,13.0,10.0,0.0,1.0,4.0,2.0,11.0
2022-04-03,20.0,15.0,52.0,0.0,10.0,18.0,5.0,6.0,0.0,2.0,1.0,2.0,2.0,10.0
2022-04-04,27.0,34.0,76.0,1.0,76.0,48.0,16.0,16.0,13.0,0.0,0.0,18.0,1.0,31.0
2022-04-05,21.0,40.0,95.0,2.0,90.0,59.0,18.0,20.0,8.0,0.0,2.0,15.0,2.0,34.0
2022-04-06,45.0,26.0,79.0,1.0,84.0,85.0,11.0,16.0,5.0,0.0,1.0,17.0,0.0,38.0
2022-04-07,50.0,34.0,117.0,5.0,77.0,58.0,13.0,18.0,11.0,0.0,1.0,12.0,0.0,27.0
2022-04-08,34.0,28.0,132.0,0.0,105.0,71.0,16.0,20.0,7.0,0.0,1.0,20.0,1.0,35.0
2022-04-09,32.0,24.0,93.0,2.0,52.0,44.0,9.0,12.0,10.0,2.0,0.0,6.0,1.0,14.0
2022-04-10,13.0,14.0,37.0,0.0,6.0,21.0,5.0,13.0,0.0,1.0,0.0,4.0,1.0,11.0
2022-04-11,41.0,20.0,75.0,2.0,80.0,50.0,16.0,18.0,15.0,0.0,1.0,18.0,4.0,32.0
2022-04-12,31.0,37.0,94.0,1.0,86.0,61.0,19.0,19.0,20.0,0.0,0.0,14.0,0.0,37.0
2022-04-13,34.0,46.0,93.0,1.0,87.0,64.0,15.0,15.0,7.0,0.0,0.0,18.0,0.0,35.0
2022-04-14,44.0,36.0,126.0,4.0,91.0,66.0,12.0,24.0,8.0,0.0,0.0,16.0,3.0,30.0
2022-04-15,31.0,33.0,134.0,1.0,104.0,104.0,13.0,15.0,14.0,0.0,2.0,23.0,2.0,32.0
2022-04-16,38.0,35.0,106.0,1.0,73.0,54.0,13.0,14.0,11.0,0.0,0.0,10.0,0.0,16.0
2022-04-17,14.0,12.0,47.0,0.0,23.0,15.0,8.0,13.0,0.0,1.0,1.0,3.0,1.0,19.0
2022-04-18,18.0,10.0,37.0,0.0,15.0,11.0,1.0,15.0,2.0,0.0,0.0,4.0,0.0,5.0
2022-04-19,19.0,29.0,63.0,1.0,54.0,53.0,9.0,15.0,8.0,0.0,0.0,11.0,1.0,30.0
2022-04-20,29.0,28.0,95.0,0.0,78.0,67.0,18.0,13.0,11.0,0.0,1.0,10.0,3.0,33.0
2022-04-21,30.0,40.0,95.0,5.0,89.0,61.0,15.0,17.0,10.0,1.0,0.0,11.0,1.0,30.0
2022-04-22,28.0,41.0,107.0,1.0,103.0,75.0,19.0,19.0,25.0,0.0,1.0,17.0,2.0,32.0
2022-04-23,28.0,22.0,99.0,1.0,80.0,44.0,13.0,16.0,11.0,0.0,2.0,6.0,0.0,16.0
2022-04-24,24.0,11.0,52.0,0.0,19.0,26.0,2.0,18.0,1.0,1.0,0.0,6.0,0.0,20.0
2022-04-25,13.0,15.0,35.0,0.0,21.0,16.0,5.0,8.0,1.0,0.0,0.0,6.0,1.0,8.0
2022-04-26,21.0,35.0,69.0,2.0,72.0,67.0,11.0,11.0,12.0,0.0,0.0,13.0,0.0,30.0
2022-04-27,28.0,22.0,94.0,0.0,90.0,61.0,10.0,13.0,12.0,1.0,0.0,13.0,0.0,34.0
2022-04-28,25.0,57.0,94.0,1.0,85.0,68.0,17.0,17.0,10.0,0.0,0.0,11.0,2.0,30.0
2022-04-29,28.0,42.0,112.0,4.0,102.0,75.0,21.0,24.0,16.0,0.0,0.0,20.0,1.0,42.0
2022-04-30,32.0,32.0,78.0,1.0,62.0,40.0,5.0,14.0,6.0,0.0,0.0,7.0,0.0,16.0
2022-05-01,18.0,16.0,38.0,0.0,17.0,21.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,8.0
2022-05-02,33.0,22.0,81.0,1.0,77.0,67.0,12.0,17.0,11.0,0.0,0.0,10.0,0.0,29.0
2022-05-03,21.0,40.0,89.0,1.0,82.0,55.0,14.0,16.0,15.0,0.0,0.0,12.0,1.0,35.0
2022-05-04,25.0,47.0,99.0,0.0,91.0,75.0,11.0,17.0,13.0,0.0,0.0,14.0,2.0,37.0
2022-05-05,37.0,36.0,117.0,0.0,86.0,68.0,12.0,17.0,7.0,0.0,0.0,11.0,1.0,35.0
2022-05-06,43.0,35.0,118.0,1.0,91.0,88.0,7.0,21.0,20.0,2.0,1.0,16.0,0.0,35.0
2022-05-07,30.0,31.0,73.0,0.0,69.0,38.0,11.0,16.0,12.0,0.0,1.0,6.0,0.0,20.0
2022-05-08,13.0,13.0,49.0,0.0,16.0,20.0,3.0,7.0,4.0,0.0,0.0,2.0,1.0,9.0
2022-05-09,14.0,29.0,100.0,1.0,87.0,58.0,12.0,15.0,7.0,1.0,0.0,18.0,1.0,29.0
